Receipt Amount,Recipient candidate,Recipient committee,City,State,Contributor name,Contributor type,Employer,Description,Date
"$1,000 ",Mason,Charting Maine's Future,Lisbon Falls,ME,Working People For Hope And Change,PAC,,,10/4/11
"$1,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Abc PAC,PAC,,,9/17/10
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,7/27/15
"$1,000 ",Fredette,Leadership For Maine's Future,Pittsfield,ME,Prosperity For Maine PAC,PAC,,,11/30/10
"$1,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Republican Speaker's Fund,PAC,,,12/30/10
"$1,000 ",Fredette,Leadership For Maine's Future,Hampden,ME,Respect Maine PAC,PAC,,,10/24/12
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Association Of Community Banks,PAC,,,10/14/09
"$1,000 ",Mason,Charting Maine's Future,Augusta,ME,Dental Care For Me,PAC,,,10/30/14
"$1,000 ",Mason,Charting Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,12/20/17
"$1,000 ",Mason,Charting Maine's Future,Fairfax,VA,Nra - Political Victory Fund,PAC,,,7/21/15
"$1,000 ",Mason,Charting Maine's Future,Portland,ME,Maine Credit Union League,PAC,,,8/10/15
"$1,000 ",Mason,Charting Maine's Future,Westbrook,ME,Maine Bankers Association Political Action Committee,PAC,,,8/15/17
"$1,000 ",Mason,Charting Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,5/16/16
"$1,000 ",Mason,Charting Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,6/1/16
"$1,000 ",Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,8/6/14
"$1,000 ",Mason,Charting Maine's Future,Augusta,ME,Cmp Political Action Committee,PAC,,,6/16/16
"$1,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,12/15/15
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,12/15/15
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Credit Union League,PAC,,,12/15/15
"$1,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Friends Of Maine Hospitals,PAC,,CONTRIBUTION,5/12/16
"$1,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Build Maine PAC,PAC,,,6/3/14
"$1,000 ",Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,11/6/13
$750 ,Mason,Charting Maine's Future,Portland,ME,Maine Franchise Owners Association,PAC,,,11/25/15
$750 ,Mason,Charting Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,8/6/15
$750 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,11/19/15
$750 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,,6/3/14
$500 ,Mason,Charting Maine's Future,Chattanooga,TN,Unum PAC,PAC,,,11/29/16
$500 ,Mason,Charting Maine's Future,Augusta,ME,Abc PAC,PAC,,,8/11/15
$500 ,Mason,Charting Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,,8/12/15
$500 ,Mason,Charting Maine's Future,Hallowell,ME,Mia PAC,PAC,,,5/16/16
$500 ,Mason,Charting Maine's Future,Augusta,ME,Me Truckpac,PAC,,,5/16/16
$500 ,Mason,Charting Maine's Future,Brunswick,ME,Maine Energy Marketers Association,PAC,,,6/23/16
$500 ,Fredette,Leadership For Maine's Future,Chattanooga,TN,Unum PAC,PAC,,,12/11/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Health Care Association,PAC,,,12/15/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Abc PAC,PAC,,,12/15/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Cmp Employee PAC,PAC,,,12/15/15
$500 ,Fredette,Leadership For Maine's Future,Washington,DC,Aetna Inc. PAC,PAC,,,12/24/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Mia PAC,PAC,,,9/7/10
$500 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental Political Action Committee,PAC,,,12/26/17
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Cmp Employee PAC,PAC,,,7/27/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Central Maine Power Company Employee PAC,PAC,,,10/8/09
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Me Truckpac,PAC,,,6/10/10
$500 ,Fredette,Leadership For Maine's Future,Greenwich,CT,The Nestle Waters North America Inc. PAC,PAC,,,10/22/12
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,,9/17/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,CONTRIBUTION,9/1/16
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Health Care Association,PAC,,,10/13/09
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Me Truckpac,PAC,,,10/14/09
$500 ,Fredette,Leadership For Maine's Future,St. Louis,MO,"Enterprise Holdings, Inc. PAC",PAC,,,11/30/09
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Friends Of Maine Hospitals,PAC,,,12/14/09
$500 ,Fredette,Leadership For Maine's Future,Chattanooga,TN,Unum PAC,PAC,,,11/6/13
$500 ,Fredette,Leadership For Maine's Future,Washington,DC,General Motors Company PAC,PAC,,,12/5/13
$500 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental Political Action Committee,PAC,,,10/16/09
$500 ,Mason,Charting Maine's Future,Augusta,ME,Cmp Political Action Committee,PAC,,,12/1/16
$500 ,Mason,Charting Maine's Future,Portland,ME,Maine Brewers Guild,PAC,,,12/14/17
$500 ,Mason,Charting Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,,7/23/15
$500 ,Mason,Charting Maine's Future,Augusta,ME,Cmp Political Action Committee,PAC,,,8/17/15
$500 ,Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,10/9/13
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,,12/15/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Friends Of Maine Hospitals,PAC,,,12/15/15
$500 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Franchise Owners Association,PAC,,,12/21/15
$500 ,Fredette,Leadership For Maine's Future,Freedom,ME,Legalize Maine,PAC,,,11/11/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,,7/27/15
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Ice PAC,PAC,,,8/15/17
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,,8/15/17
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,,10/20/14
$500 ,Fredette,Leadership For Maine's Future,Brunswick,ME,Energy PAC For Maine,PAC,,,10/20/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Forest Legacy PAC,PAC,,,10/22/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Retail Maine PAC,PAC,,CONTRIBUTION,5/12/16
$500 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Franchise Owners Association,PAC,,,12/16/13
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Move Maine Ahead PAC,PAC,,,12/26/13
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Truck PAC,PAC,,,5/12/14
$500 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,5/21/14
$500 ,Fredette,Leadership For Maine's Future,Rensselaer,NY,Retail Lumber Dealers Association Of Maine PAC,PAC,,,6/3/14
$500 ,Fredette,Leadership For Maine's Future,Portland,ME,Time Warner Cable,PAC,,,6/3/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,6/3/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Cmp Political Action Committee,PAC,,,6/3/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Friends Of Maine Hospitals,PAC,,,6/4/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Truck PAC,PAC,,CONTRIBUTION,8/4/16
$500 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,9/25/14
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,11/6/13
$500 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Society Of Anesthesiologist PAC,PAC,,,11/6/13
$500 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,,11/21/13
$300 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,,6/26/14
$250 ,Mason,Charting Maine's Future,Abbott Park,IL,Abbott Laboratories Employee PAC,PAC,,,11/14/16
$250 ,Mason,Charting Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,,12/10/15
$250 ,Mason,Charting Maine's Future,Stanford,CT,The Nestle Waters North America Inc. PAC,PAC,,,10/29/14
$250 ,Mason,Charting Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,,10/25/16
$250 ,Mason,Charting Maine's Future,Fairfax,VA,Cgi Technologies And Solutions Inc. PAC,PAC,,,11/4/17
$250 ,Mason,Charting Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,,12/4/17
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,"Citizens For Justice In Maine, Inc.",PAC,,,10/23/09
$250 ,Fredette,Leadership For Maine's Future,Abbott Park,IL,Abbott Laboratories Employee PAC,PAC,,CONTRIBUTION,11/10/16
$250 ,Fredette,Leadership For Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,,9/17/10
$250 ,Fredette,Leadership For Maine's Future,Bangor,ME,Naifa-maine PAC,PAC,,,9/29/10
$250 ,Fredette,Leadership For Maine's Future,Portland,ME,Twc PAC,PAC,,,7/27/15
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Abc PAC,PAC,,,8/13/15
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Abc PAC,PAC,,,6/10/16
$250 ,Fredette,Leadership For Maine's Future,Fairfax,VA,Cgi Technologies And Solutions Inc. PAC,PAC,,,11/13/17
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Optometric Association PAC,PAC,,,12/4/17
$250 ,Fredette,Leadership For Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,,12/30/09
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Central Maine Power Company Employee PAC,PAC,,,10/29/12
$250 ,Fredette,Leadership For Maine's Future,Washington,DC,General Motors Company PAC,PAC,,,11/3/14
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Health Care Association,PAC,,,6/13/16
$250 ,Mason,Charting Maine's Future,Augusta,ME,Clean Power PAC,PAC,,,12/6/16
$250 ,Mason,Charting Maine's Future,Mapleton,ME,Republican Majority Fund,PAC,,,7/30/14
$250 ,Mason,Charting Maine's Future,Augusta,ME,Maine Innkeepers PAC,PAC,,,8/29/17
$250 ,Mason,Charting Maine's Future,Augusta,ME,Associated Builders And Contractors Of Maine PAC,PAC,,,10/22/14
$250 ,Mason,Charting Maine's Future,Rensselaer,NY,Retail Lumber Dealers Association Of Maine PAC,PAC,,,11/4/17
$250 ,Mason,Charting Maine's Future,Mapleton,ME,Republican Majority Fund,PAC,,,8/7/14
$250 ,Mason,Charting Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,10/17/13
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Forest Legacy PAC,PAC,,,12/16/15
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Associated Builders And Contractors Of Maine PAC,PAC,,,10/24/14
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Prosperity For Maine PAC,PAC,,,12/2/14
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Friends Of Maine Hospitals,PAC,,,7/30/15
$250 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Republican Party,PAC,,,8/15/17
$250 ,Fredette,Leadership For Maine's Future,Hallowell,ME,Maine Insurance Agents,PAC,,,6/3/14
$250 ,Fredette,Leadership For Maine's Future,Rensselaer,NY,Retail Lumber Dealers Association Of Maine PAC,PAC,,,11/13/17
$250 ,Fredette,Leadership For Maine's Future,Portland,ME,Time Warner Cable,PAC,,,11/6/13
$200 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Medical Association,PAC,,,10/21/09
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Coalition To Lower Maine Taxes,PAC,,,10/22/09
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Mia PAC,PAC,,,10/26/09
$200 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental Political Action Committee,PAC,,,6/1/10
$200 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Medical Association,PAC,,,6/10/10
$150 ,Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,6/21/12
$150 ,Fredette,Leadership For Maine's Future,Indianapolis,IN,Eli Lilly And Company,PAC,,CONTRIBUTION,11/1/16
$150 ,Fredette,Leadership For Maine's Future,Hallowell,ME,Mia PAC,PAC,,CONTRIBUTION,8/8/16
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Forest Legacy PAC,PAC,,,6/7/10
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Restaurateurs For A Strong Maine Economy,PAC,,CONTRIBUTION,5/12/16
$100 ,Fredette,Leadership For Maine's Future,Washington,DC,Marijuana Policy Project PAC,PAC,,,12/16/13
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Coalition To Lower Maine Taxes,PAC,,,7/27/15
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Innkeepers PAC,PAC,,CONTRIBUTION,5/12/16
$100 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Dental PAC,PAC,,CONTRIBUTION,9/9/16
$100 ,Fredette,Leadership For Maine's Future,Hallowell,ME,Maine Insurance Agents,PAC,,,9/15/14
$75 ,Fredette,Leadership For Maine's Future,Freeport,ME,Maine Innkeepers PAC,PAC,,,9/22/14
"$2,000 ",Mason,Charting Maine's Future,Augusta,ME,Maine Republican Party,Party committee,,,12/7/12
"$2,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Maine Senate Republican Majority,Party committee,,,8/29/14
$750 ,Fredette,Leadership For Maine's Future,Norway,ME,Oxford County Republican Committee,Party committee,,CONTRIBUTION,10/28/16
$500 ,Fredette,Leadership For Maine's Future,Indianapolis,IN,Eli Lilly And Company,Party committee,,,12/5/13
$500 ,Mason,Charting Maine's Future,Bangor,ME,Penobscot County Republican Committee,Party committee,,,10/31/14
$520 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,7/15/08
$335 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,9/30/08
$275 ,Fredette,Leadership For Maine's Future,,ME,Small donors,Small donors,,,12/7/10
$125 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,12/9/08
$75 ,Fredette,Leadership For Maine's Future,,ME,Small donors,Small donors,,,12/31/09
$50 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,10/21/08
$50 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,7/31/15
$35 ,Fredette,Leadership For Maine's Future,,,Small donors,Small donors,,,11/6/13
$10 ,Fredette,Leadership For Maine's Future,,ME,Small donors,Small donors,,,5/25/10
