School year,District,Regular instruction (per student),Regular Instruction,Other instruction (per student),Other Instruction,Transp & Buses (per student),Transp & Buses,Debt Service (per student),Debt Service,Facilities Maintenance (per student),Facilities Maintenance,School Admin (per student),School Admin,Special Ed Instruction (per student),Special Ed Instruction,Student & Staff support (per student),Student & Staff support,System Admin (per student),System Admin,Vocational Ed Instruction (per student),Vocational Ed Instruction,All Other (per student),All Other,Total expenses per pupil
2009-10,Sandy River Plt School Dept.,"$8,312","$108,054",,,"$1,885","$24,511",,,,,,,$684,"$8,894",,,"$1,084","$14,086",,,,,"$11,965"
2003-04,Sanford Public Schools,"$3,270","$12,023,701",$136,"$498,940",$341,"$1,254,777",$106,"$389,083",$728,"$2,677,076",$359,"$1,321,462",$809,"$2,972,708",$448,"$1,647,145",$166,"$608,985",$278,"$1,020,203",$7,"$25,000","$6,648"
2004-05,Sanford Public Schools,"$3,503","$12,673,726",$129,"$466,432",$356,"$1,287,799",$117,"$422,597",$901,"$3,259,649",$342,"$1,235,979",$946,"$3,422,755",$411,"$1,488,175",$188,"$678,889",$298,"$1,078,863",$7,"$25,000","$7,198"
2005-06,Sanford Public Schools,"$3,709","$13,345,284",$143,"$513,804",$397,"$1,428,624",$111,"$400,730",$990,"$3,561,252",$385,"$1,384,735","$1,090","$3,922,122",$437,"$1,571,767",$202,"$725,869",$330,"$1,188,808",$7,"$25,000","$7,801"
2006-07,Sanford Public Schools,"$4,002","$13,666,074",$169,"$576,467",$408,"$1,393,779",$111,"$378,840","$1,159","$3,956,044",$443,"$1,513,346","$1,236","$4,219,869",$467,"$1,593,278",$257,"$877,468",$354,"$1,208,749",$7,"$25,000","$8,613"
2007-08,Sanford Public Schools,"$4,233","$13,826,671",$221,"$721,603",$437,"$1,427,261",$99,"$323,966","$1,214","$3,964,486",$517,"$1,689,192","$1,507","$4,921,792",$811,"$2,647,771",$235,"$767,728",$337,"$1,100,704",$8,"$25,000","$9,619"
2008-09,Sanford Public Schools,"$4,052","$12,953,555",$238,"$761,836",$451,"$1,441,261",$94,"$301,925","$1,251","$3,999,513",$559,"$1,787,426","$1,528","$4,883,844",$787,"$2,515,352",$237,"$757,533",$441,"$1,408,397",$8,"$25,000","$9,646"
2009-10,Sanford Public Schools,"$4,195","$13,385,781",$247,"$786,882",$445,"$1,420,319",$95,"$301,925","$1,200","$3,827,775",$585,"$1,868,152","$1,597","$5,096,652",$813,"$2,595,230",$251,"$799,879",$407,"$1,299,645",$8,"$25,000","$9,843"
2010-11,Sanford Public Schools,"$4,193","$13,114,747",$244,"$761,878",$454,"$1,421,294",,,"$1,251","$3,912,845",$565,"$1,767,781","$1,569","$4,906,634",$821,"$2,566,996",$251,"$784,067",$409,"$1,278,648",$8,"$25,000","$9,765"
2011-12,Sanford Public Schools,"$3,463","$10,604,759",$225,"$688,274",$497,"$1,521,478",,,"$1,228","$3,758,654",$600,"$1,837,394","$1,515","$4,638,472",$756,"$2,315,091",$260,"$797,184",$359,"$1,099,408",$8,"$25,000","$8,911"
2012-13,Sanford Public Schools,"$3,517","$10,468,816",$253,"$752,586",$529,"$1,574,737",,,"$1,344","$4,002,168",$627,"$1,867,052","$1,632","$4,858,970",$788,"$2,346,152",$246,"$732,763",$430,"$1,279,260",$2,"$4,500","$9,368"
2013-14,Sanford Public Schools,"$4,267","$12,867,729",$254,"$765,945",$541,"$1,632,016",,,"$1,304","$3,931,432",$619,"$1,865,381","$2,060","$6,213,032",$961,"$2,897,477",$238,"$717,364",$503,"$1,517,528",$2,"$7,152","$10,749"
2014-15,Sanford Public Schools,"$4,230","$12,841,347",$253,"$766,967",$592,"$1,797,741",,,"$1,290","$3,916,003",$603,"$1,829,478","$2,013","$6,111,042",$846,"$2,568,075",$238,"$721,916",$585,"$1,776,740",$2,"$5,378","$10,652"
2003-04,Scarborough Public Schools,"$3,576","$11,596,419",$134,"$434,694",$412,"$1,335,966","$1,100","$3,567,312",$761,"$2,467,330",$275,"$892,684","$1,122","$3,637,014",$475,"$1,540,964",$187,"$607,693",$57,"$184,561",,,"$8,099"
2004-05,Scarborough Public Schools,"$3,506","$11,597,552",$140,"$463,011",$433,"$1,433,741","$1,179","$3,899,427",$882,"$2,918,572",$306,"$1,011,535","$1,151","$3,806,095",$547,"$1,809,931",$194,"$643,041",$62,"$205,403",,,"$8,400"
2005-06,Scarborough Public Schools,"$3,723","$12,401,812",$152,"$506,499",$424,"$1,411,972","$1,337","$4,451,917",$985,"$3,281,603",$315,"$1,048,319","$1,265","$4,212,930",$554,"$1,846,762",$191,"$636,874",$48,"$159,172",$9,"$30,000","$9,003"
2006-07,Scarborough Public Schools,"$3,968","$13,116,449",$174,"$575,218",$448,"$1,481,544","$1,294","$4,277,442",$979,"$3,237,442",$339,"$1,119,353","$1,323","$4,373,401",$588,"$1,944,975",$203,"$670,432",$39,"$127,669",$23,"$75,000","$9,378"
2007-08,Scarborough Public Schools,"$3,887","$13,019,196",$237,"$794,752",$439,"$1,470,328","$1,319","$4,418,850","$1,044","$3,496,612",$363,"$1,215,336","$1,493","$5,000,040",$706,"$2,365,739",$185,"$618,264",$51,"$171,543",,,"$9,724"
2008-09,Scarborough Public Schools,"$4,168","$13,941,805",$262,"$876,674",$415,"$1,389,125","$1,338","$4,475,430","$1,032","$3,450,683",$384,"$1,283,050","$1,605","$5,369,018",$721,"$2,412,969",$193,"$643,788",$77,"$256,646",,,"$10,195"
2009-10,Scarborough Public Schools,"$4,164","$13,963,950",$287,"$963,941",$403,"$1,351,557","$1,245","$4,173,476",$951,"$3,187,741",$415,"$1,390,114","$1,669","$5,597,058",$718,"$2,406,736",$189,"$633,529",$83,"$278,828",,,"$10,124"
2010-11,Scarborough Public Schools,"$4,437","$14,621,326",$206,"$679,758",$406,"$1,336,773","$1,257","$4,142,272","$1,007","$3,319,631",$430,"$1,416,960","$1,610","$5,304,959",$766,"$2,525,109",$213,"$702,540",$80,"$262,645",,,"$10,412"
2011-12,Scarborough Public Schools,"$4,564","$14,842,305",$210,"$684,122",$201,"$652,631","$1,156","$3,757,737",$889,"$2,889,974",$442,"$1,436,932","$1,747","$5,681,866",$847,"$2,753,135",$233,"$756,021",$80,"$259,963",,,"$10,369"
2012-13,Scarborough Public Schools,"$4,804","$15,409,076",$222,"$713,247",$452,"$1,449,323","$1,139","$3,653,026",$938,"$3,008,700",$460,"$1,476,490","$1,896","$6,079,784",$873,"$2,801,305",$240,"$769,379",$89,"$284,132",$7,"$21,452","$11,120"
2013-14,Scarborough Public Schools,"$5,285","$16,628,841",$250,"$786,646",$486,"$1,528,128","$1,319","$4,150,113","$1,011","$3,181,039",$490,"$1,540,175","$2,100","$6,607,184",$979,"$3,081,724",$284,"$892,755",$96,"$301,740",$13,"$42,028","$12,313"
2014-15,Scarborough Public Schools,"$5,647","$17,535,191",$247,"$767,243",$489,"$1,518,208","$1,483","$4,605,947","$1,138","$3,532,114",$510,"$1,583,712","$2,087","$6,478,920","$1,227","$3,810,183",$310,"$963,705",$111,"$344,167",$14,"$42,439","$13,263"
2003-04,Schoodic CSD,"$1,760","$280,676",$82,"$13,073",$664,"$105,961",,,"$1,491","$237,804",$710,"$113,196","$1,565","$249,551",$517,"$82,410",$546,"$87,029",,,,,"$7,335"
2004-05,Schoodic CSD,"$1,989","$300,406",$178,"$26,869",$744,"$112,285",,,"$1,752","$264,515",$735,"$110,934","$1,622","$244,894",$578,"$87,288",$679,"$102,533",,,,,"$8,277"
2005-06,Schoodic CSD,"$1,411","$211,711",$141,"$21,098",$842,"$126,220",,,"$1,781","$267,128",$791,"$118,716","$1,940","$290,958",$954,"$143,077",$478,"$71,625",,,,,"$8,338"
2006-07,Schoodic CSD,"$1,782","$248,635",$224,"$31,234",$919,"$128,209",,,"$1,837","$256,202",$947,"$132,141","$1,911","$266,618","$1,053","$146,926",$577,"$80,433",,,,,"$9,250"
2007-08,Schoodic CSD,"$1,353","$177,886",$226,"$29,650",$962,"$126,553",,,"$2,244","$295,109","$1,056","$138,841","$2,017","$265,216","$1,066","$140,119",$710,"$93,415",,,$320,"$42,097","$9,954"
2008-09,Schoodic CSD,"$1,197","$168,118",$181,"$25,489",$979,"$137,548",,,"$2,121","$298,028",$980,"$137,717","$2,165","$304,234",$767,"$107,805",$660,"$92,678",,,$258,"$36,282","$9,308"
2004-05,Seboeis Plt Public Schools,"$5,843","$29,216",,,,,"$3,500","$17,500",,,,,,,,,$965,"$4,823",$374,"$1,870",,,"$10,682"
2005-06,Seboeis Plt Public Schools,"$4,677","$23,385",,,$800,"$4,000",$801,"$4,003",,,,,,,,,"$1,109","$5,545",$412,"$2,061",,,"$7,799"
2006-07,Seboeis Plt Public Schools,"$7,567","$41,617",,,$818,"$4,500",$920,"$5,061",,,,,,,,,$981,"$5,396",$420,"$2,310",,,"$10,706"
2007-08,Seboeis Plt Public Schools,,"$18,435",,,,"$1,904",,"$5,061",,,,,,,,,,"$5,699",,"$2,255",,,
2003-04,Sedgwick Public Schools,"$4,956","$882,161",$50,"$8,884",$595,"$105,852",$920,"$163,782",$685,"$121,858",$635,"$113,017","$1,392","$247,736",$375,"$66,789",$418,"$74,420",,,$192,"$34,128","$10,218"
2004-05,Sedgwick Public Schools,"$5,600","$957,561",$50,"$8,527",$694,"$118,712","$1,062","$181,577",$771,"$131,788",$572,"$97,728","$1,574","$269,077",$376,"$64,365",$465,"$79,549",,,$188,"$32,077","$11,352"
2005-06,Sedgwick Public Schools,"$5,575","$942,166",$34,"$5,789","$1,002","$169,404","$1,004","$169,608",$718,"$121,257",$671,"$113,408","$1,762","$297,742",$471,"$79,529",$456,"$77,014",,,$183,"$31,000","$11,876"
2006-07,Sedgwick Public Schools,"$6,147","$931,198",$161,"$24,421",$912,"$138,092",,,"$1,130","$171,264",$766,"$115,968","$2,015","$305,199",$470,"$71,207",$527,"$79,807",$50,"$7,565",$251,"$38,000","$12,429"
2007-08,Sedgwick Public Schools,"$6,321","$916,563",$188,"$27,300",$712,"$103,234",,,"$1,041","$150,940",$574,"$83,177","$1,671","$242,291",$356,"$51,594",$545,"$79,063",,,$259,"$37,500","$11,667"
2008-09,Sedgwick Public Schools,"$5,571","$816,206",$87,"$12,703",$680,"$99,589",,,"$1,098","$160,910",$592,"$86,682","$1,610","$235,827",$335,"$49,049",$464,"$68,004",$57,"$8,347",$102,"$15,000","$10,596"
2009-10,Sedgwick Public Schools,"$6,298","$919,433",$84,"$12,324",$668,"$97,458",,,"$1,176","$171,749",$610,"$88,983","$1,556","$227,116",$517,"$75,547",$470,"$68,563",,,,,"$11,379"
2010-11,Sedgwick Public Schools,"$7,320","$933,250",$106,"$13,554","$1,030","$131,353",,,"$1,180","$150,505",$773,"$98,547","$2,057","$262,257",$657,"$83,729",$531,"$67,642",$8,$964,$187,"$23,800","$13,849"
2011-12,Sedgwick Public Schools,"$7,544","$939,270",$79,"$9,836","$1,028","$127,995",,,"$1,381","$171,991",$792,"$98,584","$2,056","$255,932",$988,"$123,015",$578,"$72,000",$131,"$16,314",$201,"$25,000","$14,778"
2012-13,Sedgwick Public Schools,"$7,107","$938,097",$80,"$10,586",$949,"$125,222",,,"$1,391","$183,555",$810,"$106,893","$2,196","$289,809",$729,"$96,230",$543,"$71,689",$202,"$26,645",$119,"$15,700","$14,126"
2014-15,Sedgwick Public Schools,"$7,066","$1,059,940",$38,"$5,689","$1,089","$163,329",,,"$1,173","$175,908",$760,"$114,060","$2,327","$349,020",$619,"$92,886",$529,"$79,366",,,,,"$13,601"
2003-04,Shirley Public Schools,"$6,330","$94,952",,,"$1,530","$22,947",,,$704,"$10,561",$128,"$1,920",$27,$410,,,"$1,065","$15,968",,,$290,"$4,349","$10,074"
2004-05,Shirley Public Schools,"$6,385","$95,771",,,"$1,606","$24,094",,,$826,"$12,384",$134,"$2,016",$271,"$4,058",$22,$324,"$1,049","$15,739",,,$295,"$4,427","$10,588"
2005-06,Shirley Public Schools,"$6,049","$105,865",,,"$1,418","$24,817",,,$756,"$13,230",$109,"$1,899",$307,"$5,366",$2,$43,"$1,033","$18,075",,,$276,"$4,832","$9,950"
2006-07,Shirley Public Schools,"$7,176","$129,160",,,"$1,420","$25,562",,,$725,"$13,057",$99,"$1,788",$162,"$2,918",$18,$329,"$1,154","$20,764",,,$259,"$4,659","$11,013"
2007-08,Shirley Public Schools,"$9,509","$156,895",,,"$1,596","$26,329",,,$839,"$13,837",$133,"$2,202",$169,"$2,784",$240,"$3,953","$1,265","$20,874",,,$366,"$6,031","$14,117"
2008-09,Shirley Public Schools,"$12,813","$147,345",,,"$2,461","$28,304",,,"$1,315","$15,124",$188,"$2,165",$245,"$2,822",$273,"$3,144","$1,844","$21,208",,,$423,"$4,866","$19,562"
2009-10,Shirley Public Schools,"$9,020","$112,747",,,"$1,830","$22,871",,,,,,,$278,"$3,479",$243,"$3,034","$1,270","$15,879",,,,,"$12,641"
2010-11,Shirley Public Schools,"$8,800","$131,998",,,"$1,610","$24,150",,,,,,,$280,"$4,203",,,"$1,038","$15,572",,,,,"$11,728"
2011-12,Shirley Public Schools,"$8,514","$127,714",,,"$1,718","$25,768",,,,,,,$612,"$9,176",,,"$1,057","$15,848",$434,"$6,508",,,"$12,335"
2012-13,Shirley Public Schools,"$8,736","$113,569",,,"$1,982","$25,760",,,,,,,$531,"$6,901",,,"$1,397","$18,165",$416,"$5,402",,,"$13,062"
2013-14,Shirley Public Schools,"$8,559","$102,710",,,"$2,271","$27,252",,,,,,,$265,"$3,183",,,"$1,497","$17,969",$286,"$3,428",,,"$12,878"
2014-15,Shirley Public Schools,"$9,712","$67,984",,,"$3,827","$26,790",,,,,,,$263,"$1,840",,,"$5,963","$41,740",,,,,"$19,765"
2003-04,Somerville School Department,"$5,215","$427,658",$11,$879,$758,"$62,139",,,$955,"$78,340",$505,"$41,437",$944,"$77,432",$75,"$6,132",$316,"$25,938",$159,"$12,996",$192,"$15,778","$9,130"
2004-05,Somerville School Department,"$5,856","$424,574",$9,$623,$834,"$60,490",,,"$1,154","$83,667",$970,"$70,322","$1,176","$85,273",$102,"$7,406",$470,"$34,072",,,$127,"$9,239","$10,698"
2005-06,Somerville School Department,"$5,824","$401,868",$11,$750,$621,"$42,832",,,"$1,095","$75,565",$806,"$55,616","$1,570","$108,302",$94,"$6,509",$586,"$40,428",$215,"$14,845",,,"$10,822"
2006-07,Somerville School Department,"$5,661","$433,046",,$16,$619,"$47,323",,,$958,"$73,294",$429,"$32,851","$1,706","$130,477",$99,"$7,546",$370,"$28,315",$220,"$16,823",$110,"$8,402","$10,172"
2007-08,Somerville School Department,"$6,437","$492,402",$44,"$3,325",$426,"$32,568",,,$954,"$72,956",$540,"$41,341",$808,"$61,844",$89,"$6,840",$361,"$27,641",$551,"$42,179",,,"$10,210"
2008-09,Somerville School Department,"$6,977","$463,968",$87,"$5,805",$780,"$51,858",,,"$1,257","$83,583",$718,"$47,747",$902,"$59,956",$129,"$8,609",$565,"$37,541",,,,,"$11,415"
2003-04,South Bristol Public Schools,"$6,075","$659,103",$97,"$10,468",$585,"$63,456",,,$888,"$96,294","$1,019","$110,573","$1,330","$144,257",$763,"$82,794",$330,"$35,850",,,$10,"$1,068","$11,097"
2004-05,South Bristol Public Schools,"$6,309","$671,935",$121,"$12,856",$659,"$70,158",,,"$1,063","$113,167","$1,105","$117,637","$1,543","$164,305",$763,"$81,203",$346,"$36,865",,,$10,"$1,068","$11,919"
2005-06,South Bristol Public Schools,"$6,726","$726,446",$116,"$12,508",$667,"$72,060",,,"$1,047","$113,100","$1,143","$123,423","$1,790","$193,309",$768,"$82,893",$365,"$39,418",,,$10,"$1,100","$12,632"
2006-07,South Bristol Public Schools,"$7,170","$770,801",$117,"$12,578",$672,"$72,253",,,"$1,136","$122,167","$1,150","$123,621","$1,866","$200,604",$750,"$80,598",$345,"$37,115",,,$20,"$2,100","$13,226"
2007-08,South Bristol Public Schools,"$6,768","$771,531",$424,"$48,319",$755,"$86,115",,,"$1,044","$118,994","$1,147","$130,794","$1,830","$208,654","$1,096","$124,993",$359,"$40,900",,,$35,"$4,000","$13,458"
2008-09,South Bristol Public Schools,"$7,533","$787,225",$314,"$32,824","$1,001","$104,566",,,"$1,224","$127,898","$1,292","$134,980","$2,198","$229,722","$1,084","$113,271",$316,"$33,058",$73,"$7,600",,,"$15,035"
2009-10,South Bristol Public Schools,"$7,958","$819,659",$318,"$32,774",$935,"$96,338",,,"$1,105","$113,784","$1,333","$137,249","$1,823","$187,816","$1,028","$105,889",$317,"$32,650",$37,"$3,800",,,"$14,854"
2010-11,South Bristol Public Schools,"$7,613","$772,756",$317,"$32,175","$1,176","$119,335",,,"$1,143","$116,058","$1,368","$138,877","$1,656","$168,056",$886,"$89,890",$288,"$29,207",$37,"$3,800",$74,"$7,500","$14,558"
2011-12,South Bristol Public Schools,"$8,104","$786,099",$365,"$35,432","$1,124","$108,988",,,"$1,224","$118,741","$1,476","$143,123","$1,682","$163,152",$945,"$91,635",$282,"$27,307",$39,"$3,800",$26,"$2,500","$15,267"
2012-13,South Bristol Public Schools,"$8,765","$858,960",$336,"$32,971","$1,056","$103,517",,,"$1,229","$120,445","$1,507","$147,694","$1,513","$148,304","$1,034","$101,306",$335,"$32,863",$39,"$3,800",$79,"$7,729","$15,893"
2013-14,South Bristol Public Schools,"$8,557","$808,677",$321,"$30,366",$895,"$84,581",,,"$1,473","$139,177","$1,662","$157,038","$1,371","$129,556","$1,127","$106,484",$447,"$42,274",,,$65,"$6,130","$15,918"
2014-15,South Bristol Public Schools,"$9,082","$803,714",$313,"$27,674","$1,020","$90,271",,,"$1,476","$130,624","$1,824","$161,452","$1,694","$149,930","$1,078","$95,405",$326,"$28,849",,,$78,"$6,879","$16,891"
2003-04,South Portland Public Schools,"$4,540","$14,093,467",$210,"$650,683",$359,"$1,113,993",$668,"$2,074,558","$1,165","$3,615,878",$353,"$1,097,306","$1,872","$5,810,006",$278,"$861,718",$351,"$1,088,844",$76,"$237,299",$77,"$239,046","$9,949"
2004-05,South Portland Public Schools,"$4,815","$14,591,330",$220,"$666,372",$347,"$1,051,367",$848,"$2,569,361","$1,254","$3,799,391",$373,"$1,131,479","$1,972","$5,975,580",$349,"$1,056,397",$411,"$1,245,797",$88,"$266,869",$81,"$245,216","$10,758"
2005-06,South Portland Public Schools,"$5,090","$15,459,397",$233,"$707,433",$394,"$1,198,149",$824,"$2,503,532","$1,609","$4,886,727",$381,"$1,155,772","$2,087","$6,338,172",$361,"$1,096,863",$428,"$1,300,500",$92,"$280,595",$107,"$323,451","$11,606"
2006-07,South Portland Public Schools,"$5,267","$16,121,957",$242,"$740,063",$345,"$1,057,249",$797,"$2,440,264","$1,453","$4,448,728",$392,"$1,200,251","$2,130","$6,518,562",$321,"$982,791",$411,"$1,259,336",$108,"$329,579",$112,"$342,934","$11,578"
2007-08,South Portland Public Schools,"$4,425","$13,442,231",$394,"$1,196,385",$450,"$1,366,055",$727,"$2,209,056","$1,335","$4,053,958",$662,"$2,011,581","$2,432","$7,388,512","$1,088","$3,304,502",$358,"$1,087,643",$105,"$318,454",$242,"$735,319","$12,218"
2008-09,South Portland Public Schools,"$4,691","$14,169,673",$417,"$1,259,831",$454,"$1,372,520",$704,"$2,127,763","$1,545","$4,665,251",$665,"$2,007,331","$2,363","$7,136,778","$1,109","$3,350,169",$357,"$1,077,831",$100,"$302,682",$196,"$592,351","$12,601"
2009-10,South Portland Public Schools,"$4,671","$14,451,426",$404,"$1,249,101",$376,"$1,164,379",$669,"$2,069,000","$1,523","$4,710,618",$650,"$2,010,464","$2,361","$7,304,277","$1,257","$3,887,900",$373,"$1,153,546",$112,"$345,595",$54,"$167,416","$12,450"
2010-11,South Portland Public Schools,"$5,067","$15,645,739",$229,"$708,355",$386,"$1,192,054",$835,"$2,579,386","$1,398","$4,317,092",$680,"$2,098,218","$2,268","$7,000,917","$1,108","$3,419,432",$371,"$1,146,543",$104,"$321,837",$118,"$363,813","$12,564"
2011-12,South Portland Public Schools,"$5,043","$15,616,631",$211,"$652,656",$376,"$1,164,890",$801,"$2,479,671","$1,110","$3,435,636",$663,"$2,053,637","$2,365","$7,321,931","$1,134","$3,509,888",$414,"$1,280,604",$100,"$310,306",$109,"$337,847","$12,326"
2012-13,South Portland Public Schools,"$5,073","$15,742,540",$228,"$706,702",$486,"$1,509,676",$828,"$2,570,043","$1,293","$4,012,849",$670,"$2,080,196","$2,360","$7,324,970","$1,093","$3,392,942",$406,"$1,260,263",$97,"$300,647",$122,"$377,495","$12,656"
2013-14,South Portland Public Schools,"$5,370","$16,693,846",$237,"$737,708",$474,"$1,471,872","$1,362","$4,232,837","$1,350","$4,195,997",$696,"$2,163,649","$2,474","$7,689,656","$1,090","$3,389,328",$402,"$1,249,619",$83,"$257,692",$125,"$387,644","$13,663"
2014-15,South Portland Public Schools,"$5,443","$16,901,685",$240,"$746,230",$509,"$1,581,447","$1,497","$4,648,943","$1,430","$4,439,355",$741,"$2,300,833","$2,551","$7,920,040","$1,144","$3,552,198",$446,"$1,385,790",$101,"$313,399",$131,"$407,874","$14,233"
2003-04,Southern Aroostook CSD,"$2,925","$1,219,886",$208,"$86,824",$447,"$186,544",,,"$1,590","$663,045",$773,"$322,508","$1,071","$446,390",$365,"$152,276",$464,"$193,519",$364,"$151,834",,,"$8,207"
2004-05,Southern Aroostook CSD,"$3,080","$1,250,393",$182,"$73,745",$629,"$255,315",,,"$1,470","$596,659",$813,"$329,988","$1,167","$473,766",$380,"$154,338",$556,"$225,668",$434,"$176,152",,,"$8,711"
2005-06,Southern Aroostook CSD,"$3,104","$1,226,023",$203,"$80,347",$569,"$224,746",,,"$1,725","$681,411",$862,"$340,559","$1,406","$555,226",$435,"$171,959",$543,"$214,422",$443,"$174,884",$51,"$20,000","$9,341"
2006-07,Southern Aroostook CSD,"$3,419","$1,413,611",$306,"$126,524",$841,"$347,553",,,"$1,878","$776,441",$764,"$315,766","$1,394","$576,400",$639,"$264,320",$503,"$207,945",$430,"$177,972",,,"$10,174"
2007-08,Southern Aroostook CSD,"$3,706","$1,504,674",$379,"$153,902",$698,"$283,299",,,"$1,890","$767,240",$830,"$336,809","$1,492","$605,621",$710,"$288,191",$584,"$237,110",$432,"$175,201",$19,"$7,500","$10,740"
2008-09,Southern Aroostook CSD,"$4,088","$1,706,723",$428,"$178,712",$630,"$262,902",,,"$1,192","$497,745",$720,"$300,632","$1,655","$691,104",$763,"$318,628",$642,"$267,846",$434,"$181,381",$60,"$24,963","$10,612"
2009-10,Southern Aroostook CSD,"$3,606","$1,510,923",$458,"$191,922",$831,"$348,372",,,"$1,660","$695,697",$717,"$300,451","$1,558","$652,871",$720,"$301,585",$612,"$256,233",$422,"$176,983",,,"$10,584"
2010-11,Southern Aroostook CSD,"$3,988","$1,587,185",$303,"$120,742",$980,"$389,863",,,"$1,587","$631,738",$605,"$240,668","$1,849","$736,019",$739,"$294,271",$605,"$240,654",$456,"$181,535",$148,"$58,748","$11,260"
2003-04,Southport Public Schools,"$7,150","$536,261",,,$241,"$18,093",,,"$1,045","$78,336",$943,"$70,695",$223,"$16,735",$11,$792,$308,"$23,077",,,$328,"$24,623","$10,249"
2004-05,Southport Public Schools,"$7,594","$535,399",,,$376,"$26,536",,,"$1,025","$72,267","$1,171","$82,564",$307,"$21,638",$17,"$1,220",$364,"$25,675",,,$333,"$23,507","$11,187"
2005-06,Southport Public Schools,"$7,739","$545,597",,,$449,"$31,666",,,"$1,273","$89,721","$1,247","$87,896",$672,"$47,393",$17,"$1,196",$393,"$27,678",,,$385,"$27,157","$12,175"
2006-07,Southport Public Schools,"$12,678","$513,443",,,$769,"$31,145",,,"$2,021","$81,869","$1,329","$53,831",$893,"$36,162",$907,"$36,745",$690,"$27,940",,,$640,"$25,919","$19,927"
2007-08,Southport Public Schools,"$9,784","$498,975",$317,"$16,152",$580,"$29,562",,,"$1,614","$82,294","$2,002","$102,087",$808,"$41,213",$277,"$14,123",$517,"$26,361",,,$674,"$34,386","$16,573"
2008-09,Southport Public Schools,"$9,452","$538,787",$180,"$10,281",$367,"$20,924",,,"$1,566","$89,258","$1,890","$107,717",$969,"$55,216",$140,"$7,955",$433,"$24,673",,,$494,"$28,173","$15,491"
2009-10,Southport Public Schools,"$10,452","$564,431",$194,"$10,461",$469,"$25,322",,,"$1,408","$76,004","$2,111","$113,991",$993,"$53,626",$201,"$10,848",$447,"$24,150",,,$531,"$28,652","$16,806"
2010-11,Southport Public Schools,"$10,773","$511,698",$179,"$8,515",$632,"$30,029",,,"$1,741","$82,680","$2,351","$111,647","$1,108","$52,648",$356,"$16,894",$530,"$25,168",,,$678,"$32,187","$18,348"
2011-12,Southport Public Schools,"$9,807","$519,769",$201,"$10,639",$585,"$31,014",,,"$1,845","$97,765","$2,125","$112,614","$1,119","$59,325",$308,"$16,333",$485,"$25,699",,,$547,"$28,997","$17,022"
2012-13,Southport Public Schools,"$10,847","$553,191",$190,"$9,665",$676,"$34,479",,,"$1,707","$87,052","$1,160","$59,152","$1,489","$75,953",$473,"$24,106",$512,"$26,091",,,$638,"$32,526","$17,692"
2013-14,Southport Public Schools,"$10,736","$483,102",$312,"$14,048",$787,"$35,407",,,"$1,974","$88,834","$1,304","$58,657","$2,266","$101,978",$429,"$19,286",$755,"$33,992",,,$820,"$36,909","$19,383"
2014-15,Southport Public Schools,"$10,877","$560,186",$262,"$13,491",$843,"$43,438",,,"$1,439","$74,128","$1,204","$61,984","$1,614","$83,096",$160,"$8,228",$572,"$29,439",,,$468,"$24,100","$17,439"
2003-04,Southwest Harbor Public Schools,"$5,477","$1,163,748",$221,"$47,047",$365,"$77,590","$2,433","$516,983","$1,517","$322,268",$798,"$169,470","$1,681","$357,276",$589,"$125,216",$512,"$108,864",,,$94,"$20,000","$13,687"
2004-05,Southwest Harbor Public Schools,"$5,468","$1,197,516",$258,"$56,438",$624,"$136,752","$2,301","$503,858","$1,635","$358,072",$811,"$177,506","$1,544","$338,213",$591,"$129,433",$410,"$89,884",,,$137,"$30,000","$13,779"
2005-06,Southwest Harbor Public Schools,"$5,906","$1,133,907",$275,"$52,888",$401,"$77,060","$2,556","$490,732","$1,782","$342,042",$908,"$174,265","$1,839","$353,059","$1,309","$251,228",$566,"$108,690",,,$193,"$37,000","$15,735"
2006-07,Southwest Harbor Public Schools,"$6,319","$1,140,565",$374,"$67,589",$445,"$80,290","$2,645","$477,476","$2,016","$363,919",$985,"$177,713","$2,074","$374,261","$1,489","$268,722",$623,"$112,510",,,$205,"$37,000","$17,175"
2007-08,Southwest Harbor Public Schools,"$6,224","$1,095,446",$400,"$70,384",$631,"$110,998",,,"$4,492","$790,602","$1,065","$187,399","$2,281","$401,497","$1,466","$257,987",$658,"$115,886",,,$216,"$38,000","$17,433"
2008-09,Southwest Harbor Public Schools,"$7,031","$1,100,354",$544,"$85,138","$1,039","$162,559",,,"$5,113","$800,210","$1,218","$190,684","$3,266","$511,170","$1,772","$277,306",$674,"$105,432",,,$295,"$46,132","$20,952"
2009-10,Southwest Harbor Public Schools,"$7,036","$1,072,990",$469,"$71,575",$669,"$102,070",,,"$5,036","$767,981","$1,250","$190,668","$3,290","$501,764","$2,029","$309,401",$385,"$58,669",,,,,"$20,164"
2010-11,Southwest Harbor Public Schools,"$8,203","$1,074,528",$545,"$71,454",$892,"$116,840",,,"$5,868","$768,711","$1,452","$190,198","$3,098","$405,808","$2,415","$316,369",$406,"$53,162",,,$351,"$46,000","$23,230"
2011-12,Southwest Harbor Public Schools,"$8,043","$1,057,594",$509,"$66,942",$826,"$108,614",,,"$6,084","$800,078","$1,481","$194,731","$3,217","$423,094","$2,115","$278,105",$400,"$52,611",,,$404,"$53,093","$23,079"
